subjek,kategori,tabel_ringkas,tabel_lengkap,endpoint
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Provinsi, 2015 - 2024","Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1429/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Kuintil Pengeluaran, 2015 - 2024","Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1428/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Jenis Kelamin, 2015 - 2024","Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1427/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Klasifikasi Desa, 2015 - 2024","Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1426/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Kuintil Pengeluaran, 2014 - 2024","Angka Partisipasi Kasar (APK) SD/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1425/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Jenis Kelamin, 2011 - 2024","Angka Partisipasi Kasar (APK) SD/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1424/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Klasifikasi Desa, 2011 - 2024","Angka Partisipasi Kasar (APK) SD/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1423/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Kuintil Pengeluaran, 2015 - 2024","Angka Partisipasi Kasar (APK) SM/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1343/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Klasifikasi Desa, 2015 - 2024","Angka Partisipasi Kasar (APK) SM/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1342/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Jenis Kelamin, 2015 - 2024","Angka Partisipasi Kasar (APK) SM/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1339/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) Menurut Provinsi dan Jenjang Pendidikan, 2003 - 2024","Angka Partisipasi Murni (APM) Menurut Provinsi dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/304/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Menurut Provinsi dan Jenjang Pendidikan, 2003 - 2024","Angka Partisipasi Kasar (APK) Menurut Provinsi dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/303/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Buta Aksara Menurut Provinsi dan Kelompok Umur (Persen), 2003 - 2024","Angka Buta Aksara Menurut Provinsi dan Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/102/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"[Metode Baru] Harapan Lama Sekolah (Tahun), 2010 - 2024","[Metode Baru] Harapan Lama Sekolah (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/417/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"[Metode Baru] Rata-rata Lama Sekolah (Tahun), 2010 - 2024","[Metode Baru] Rata-rata Lama Sekolah (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/415/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Jenis Kelamin, 2015 - 2023","Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1994/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut provinsi, 2015 - 2023","Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1990/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2019 - 2023","Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1988/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Jenis Kelamin, 2019 - 2023","Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1986/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Daerah Tempat Tinggal, 2019 - 2023","Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1984/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah, 2015 - 2023","Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1981/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Komputer, 2015 - 2022","Proporsi Sekolah dengan Akses Komputer, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1796/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Daerah Tempat Tinggal, 2015 - 2023","Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1992/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2015 - 2023","Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1983/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Jenis Kelamin, 2015 - 2023","Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1982/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi, 2015 - 2023","Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1980/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Fasilitas Sumber Air Layak , 2016 - 2022","Proporsi Sekolah dengan Akses Fasilitas Sumber Air Layak , 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1797/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Listrik , 2015 - 2022","Proporsi Sekolah dengan Akses Listrik , 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1794/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Raudatul Athfal (RA) di Bawah Kementerian Agama Menurut Provinsi, 2017 - 2023","Jumlah Sekolah, Guru, dan Murid Raudatul Athfal (RA) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/SmNxWnFzemcvcUkvdndUbTJGc2RQdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi1, Dosen, dan Mahasiswa (Negeri dan Swasta) di Bawah Kementerian Agama Menurut Provinsi, 2018 - 2023","Jumlah Perguruan Tinggi, Tenaga Pendidik, dan Mahasiswa (Negeri dan Swasta) di Bawah Kementerian Agama Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/dnF4TTdwbEcwbTFHazAwZUtOMVRBQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Menurut Jenis Kelamin, Klasifikasi Desa, dan Kelompok Umur1, 2015 - 2022","Persentase Penduduk Berumur 15 Tahun ke Atas yang Melek Huruf Menurut Kelompok Umur dan Daerah Tempat Tinggal, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/NTVUaUI4bDNBR1NpZDFLZTBISStpdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) dan Angka Partisipasi Kasar (APK) Menurut Jenjang Pendidikan, 2015 - 2022","Angka Partisipasi Murni (APM) dan Angka Partisipasi Kasar (APK) Menurut Jenjang Pendidikan, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/SWhBUEVPdVhwN0dTREZWMkxCU3RzZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Usia 7–24 Tahun Menurut Jenis Kelamin, Kelompok Umur Sekolah, dan Partisipasi Sekolah1, 2015 - 2022","Persentase Penduduk Usia 7–24 Tahun Menurut Jenis Kelamin, Kelompok Umur Sekolah, dan Partisipasi Sekolah1, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/QmZheG9BZGdza0FBVkRJakpGZENmZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, 2017 - 2023","Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UE1YYmk0TnR5TnoycHlYbzNnbkFIZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementerian Agama Menurut Provinsi, 2017 - 2023","Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/Uys0Mk9kelpxamVmMUYrMkRHSFcyZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Umur 10 Tahun ke Atas yang Tidak/Belum Pernah Sekolah Menurut Provinsi, Klasifikasi Desa, dan Jenis Kelamin, 2009-2023","Persentase Penduduk Umur 10 Tahun ke Atas yang Tidak/Belum Pernah Sekolah Menurut Provinsi, Klasifikasi Desa, dan Jenis Kelamin, 2009-2023",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1611/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Usia 7-24 Tahun Menurut Jenis Kelamin, Kelompok Umur, dan Partisipasi Sekolah, 2002-2023","Persentase Penduduk Usia 7-24 Tahun Menurut Jenis Kelamin, Kelompok Umur, dan Partisipasi Sekolah, 2002-2023",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1533/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Sekolah (APS) Menurut Provinsi, 2003 - 2023","Angka Partisipasi Sekolah (APS) Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/301/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Laporan Hasil Ujian Nasional SMP, SMA, dan SMK","Laporan Hasil Ujian Nasional SMP, SMA, dan SMK",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1971/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,Statistik Pendidikan Tahunan,Statistik Pendidikan Tahunan,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2008/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Fasilitas Toilet Terpisah, 2016 - 2018","Proporsi Sekolah dengan Akses Fasilitas Toilet Terpisah, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1798/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Daerah Tempat Tinggal (Persen), 2015 - 2019","Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Daerah Tempat Tinggal (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1579/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Jenis Kelamin (Persen), 2015 - 2019","Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Jenis Kelamin (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1583/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) Penduduk kelompok pengeluaran 40% terbawah Menurut Provinsi (Persen), 2015 - 2019","Angka Partisipasi Murni (APM) Penduduk kelompok pengeluaran 40% terbawah Menurut Provinsi (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1486/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perdesaan (Persen), 2009 - 2018","Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perdesaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/537/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan+Perdesaan (Persen), 2009 - 2018","Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan+Perdesaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/538/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Guru TK, SD, SMP, SMA, dan SLB Bersertifikasi Pendidik, Persentase Guru Berkualifikasi Minimal S1 pada Satuan Tingkat Pendidikan (Persen), 2012 - 2018","Persentase Guru TK, SD, SMP, SMA, dan SLB Bersertifikasi Pendidik, Persentase Guru Berkualifikasi Minimal S1 pada Satuan Tingkat Pendidikan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1799/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan (Persen), 2009 - 2018","Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/535/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Huruf (Persen), 1996 - 2013","Angka Melek Huruf (Persen), 2013",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/4/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah (Tahun), 1996 - 2013","Rata-Rata Lama Sekolah (Tahun), 2013",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/5/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Desa yang Memiliki Fasilitas Sekolah Menurut Provinsi dan Tingkat Pendidikan, 2003 - 2018","Jumlah Desa yang Memiliki Fasilitas Sekolah Menurut Provinsi dan Tingkat Pendidikan, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/205/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Data Anggaran Pendidikan dari Direktorat PAPBN, Kementrian Keuangan","Data Anggaran Pendidikan dari Direktorat PAPBN, Kementrian Keuangan",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1967/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Guru Berkualifikasi Minimal S1 Pada Satuan Tingkat Pendidikan (Persen), 2012/2013 - 2016/2017","Persentase Guru Berkualifikasi Minimal S1 Pada Satuan Tingkat Pendidikan (Persen), 2012/2013 - 2016/2017",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2007/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Hasil Akreditasi Menurut Jenjang Sekolah dan Peringkat Akreditasi, 2015","Hasil Akreditasi Menurut Jenjang Sekolah dan Peringkat Akreditasi, 2015",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1421/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase SD/MI berakreditasi minimal B dan Persentase SMP/MTS berakreditasi minimal B, 2015 - 2016","Persentase SD/MI berakreditasi minimal B dan Persentase SMP/MTS berakreditasi minimal B, 2016",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1419/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Anak Kelas 4 SD yang Mencapai Standar Kemampuan Minimum Dalam Membaca dan Matematika, 2017","Proporsi Anak Kelas 4 SD yang Mencapai Standar Kemampuan Minimum Dalam Membaca dan Matematika, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1417/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Ibtidaiyah (MI) di Bawah Kementrian Agama Menurut Provinsi 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Madrasah Ibtidaiyah (MI) di Bawah Kementrian Agama Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1811/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Atas (SMA) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Atas (SMA) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1837/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Pertama (SMP) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Pertama (SMP) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1835/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Berumur 5 Tahun Ke Atas Menurut Golongan Umur, Daerah Tempat Tinggal, dan Partisipasi Sekolah, 2000-2016","Persentase Penduduk Berumur 5 Tahun Ke Atas Menurut Golongan Umur, Daerah Tempat Tinggal, dan Partisipasi Sekolah, 2000-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1532/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Berumur 15 Tahun Ke Atas yang Melek Huruf Menurut Golongan Umur dan Daerah Tempat Tinggal, 2000-2016","Persentase Penduduk Berumur 15 Tahun Ke Atas yang Melek Huruf Menurut Golongan Umur dan Daerah Tempat Tinggal, 2000-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1531/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi 1, Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Agama Menurut Provinsi 2013/2014 - 2015/2016","Jumlah Perguruan Tinggi 1, Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Agama Menurut Provinsi 2013/2014 - 2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1840/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, tahun ajaran 2005/2006-2015/2016","Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, tahun ajaran 2005/2006-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1534/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementrian Agama Menurut Provinsi tahun ajaran 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementrian Agama Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1836/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Dasar (SD) di Bawah Kementerian Pendidikan dan Kebudayaan Menurut Provinsi Tahun Ajaran 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Sekolah Dasar (SD) di Bawah Kementerian Pendidikan dan Kebudayaan Menurut Provinsi Tahun Ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1810/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Kejuruan (SMK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Kejuruan (SMK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1838/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Taman Kanak-Kanak (TK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016","Jumlah Sekolah, Guru, dan Murid Taman Kanak-Kanak (TK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1809/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,Indeks Integritas Ujian Nasional,Indeks Integritas Ujian Nasional,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1972/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi , Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2013/2014-2014/2015","Jumlah Perguruan Tinggi , Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2013/2014-2014/2015",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1839/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pendidikan,Pembangunan Fasilitas Pendidikan,Pembangunan Fasilitas Pendidikan,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1530/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Kabupaten/Kota dan Jenis Kelamin (Tahun), 2010 - 2024","Angka Harapan Hidup (AHH) Menurut Kabupaten/Kota dan Jenis Kelamin (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/455/key/[WebAPI_KEY]
